Identification Number,Email Address,Survey 1 Total,Survey 2 Total
6244,barnett@gmail.com,19,0
7735,frikazoyd@outlook.com,6,15
7264,engelen@hotmail.com,12,10
5094,jbryan@me.com,9,9
1447,improv@msn.com,4,4
7061,jigsaw@msn.com,1,4
5704,dpriceatt.net,14,5
2381,chrisj@comcast.net,0,14
9880,bjoern@outlook.com,0,12
6539,satishr@msn.com,19,13
9408,thowell@me.com,2,10
8085,ateniese@optonline.net,3,11
9148,hutton@me.com,19,8
2966,kildjean@gmail.com,17,12
3013,syrinx@comcast.net,1,15
6792,dogdude@optonline.net,8,14
6993,mfleming@outlook.com,1,2
7240,hoangle@msn.com,1,5
4560,rfisher@mac.com,5,12
7206,ccohen@att.net,7,1
6876,fraser@yahoo.com,8,0
2420,mstrout@outlook.com,10,11
1176,lydia@yahoo.ca,17,0
5908,ozawa@outlook.com,20,6
6217,ewaters@att.net,11,11
4580,lishoy@outlook.com,6,10
5769,adillon@yahoo.ca,13,4
2229,tbeck@msn.com,14,13
4862,murdocj@att.net,20,13
3537,stevelim@yahoo.ca,15,7
8283,seebs@aol.com,10,5
4615,torgox@outlook.com,17,3
7217,bowmanbs@optonline.net,1,10
7253,flavell@me.com,1,3
5284,nweaver@att.net,7,14
6543,rogerspl@outlook.com,8,3
9343,solomon@comcast.net,17,11
7726,techie@outlook.com,3,15
8426,sherzodr@att.net,18,1
4637,boser@yahoo.ca,0,14
7875,dsugal@mac.com,16,8
5261,agolomsh@live.com,3,12
7658,kiddailey@hotmail.com,8,11
6826,dprice@msn.com,1,8
2365,mxiao@me.com,20,7
3121,rwelty@gmail.com,4,9
9001,cisugrad@sbcglobal.net,0,2
4354,mobileip@msn.com,2,0
5782,ajohnson@att.net,10,11
9627,cmdrgravy@me.com,15,1
3141,makarow@hotmail.com,14,7
8044,sabren@hotmail.com,18,10
6580,crimsane@yahoo.ca,20,9
5678,gfxguy@outlook.com,3,13
9128,rmcfarla@gmail.com,18,11
3472,dkeeler@aol.com,5,11
3885,koudas@verizon.net,16,14
2336,esbeck@comcast.net,1,0
9208,leviathan@hotmail.com,18,6
1327,steve@hotmail.com,3,11
6924,emcleod@msn.com,11,14
1691,british@hotmail.com,11,4
6293,dbindel@sbcglobal.net,11,6
3658,lishoy@sbcglobal.net,20,5
2942,arachne@gmail.com,17,10
7357,danny@aol.com,14,15
1617,ubergeeb@mac.com,20,11
6218,flaviog@mac.com,0,11
3307,gomor@sbcglobal.net,16,13
6506,phizntrg@comcast.net,3,2
9507,luebke@msn.com,15,0
1213,campware@optonline.net,5,12
9347,emmanuel@aol.com,6,7
1559,smallpaul@gmail.com,8,10
3968,eurohack@icloud.com,7,9
5295,bader@gmail.com,5,1
6164,galbra@hotmail.com,0,1
6455,preneel@icloud.com,12,0
3357,cremonini@msn.com,6,6
7362,carcus@aol.com,13,12
3943,marin@sbcglobal.net,9,12
8239,wildixon@mac.com,18,9
7057,mcraigw@mac.com,1,14
1237,harryh@optonline.net,5,11
1369,webinc@icloud.com,1,1
7306,bryam@mac.com,11,2
5964,singer@aol.com,5,12
7964,syncnine@aol.com,11,0
9165,dmath@optonline.net,18,6
8801,dobey@yahoo.ca,10,11
7909,dgatwood@comcast.net,5,8
3349,markjugg@gmail.com,0,8
7708,grolschie@hotmail.com,0,2
6710,sfoskett@sbcglobal.net,5,5
6609,stecoop@verizon.net,5,3
7349,mahbub@me.com,1,13
7983,suresh@icloud.com,5,11
2884,natepuri@icloud.com,3,12
7030,dprice@me.com,6,6
8694,retoh@icloud.com,12,7
8450,timtroyr@optonline.net,9,8
5499,gfxguy@att.net,15,2
5309,rwelty@hotmail.com,5,8
7944,mschilli@mac.com,11,9
8885,cremonini@outlook.com,13,5
9201,mlewan@yahoo.com,4,4
4469,storerm@me.com,1,10
9242,research@sbcglobal.net,15,1
3959,shaffei@optonline.net,10,6
4786,wmszeliga@hotmail.com,1,15
2662,retoh@att.net,12,7
6111,stinson@yahoo.com,5,10
5586,rande@sbcglobal.net,3,3
5125,pdbaby@comcast.net,7,7
8717,credmond@optonline.net,0,11
2147,rgiersig@hotmail.com,7,2
4603,afifi@att.net,9,2
7467,arathi@yahoo.com,20,0
3036,whimsy@comcast.net,6,12
9921,sumdumass@outlook.com,5,1
7686,rsmartin@verizon.net,18,8
5961,sisyphus@yahoo.com,12,10
2579,ewaters@sbcglobal.net,15,3
8318,aglassis@yahoo.com,20,13
8553,mstrout@yahoo.ca,3,9
8433,sagal@optonline.net,0,11
2153,heine@live.com,8,7
3477,nacho@comcast.net,2,14
5589,oevans@att.net,6,11
4959,jaesenj@gmail.com,10,1
3500,oechslin@me.com,18,9
5457,phizntrg@optonline.net,19,3
1668,fmtbebuck@outlook.com,6,0
5751,djupedal@icloud.com,13,15
4555,oster@live.com,3,5
9278,geeber@mac.com,16,11
2540,parksh@mac.com,19,7
2852,jimmichie@gmail.com,5,8
8511,raides@yahoo.ca,14,2
7029,quinn@optonline.net,18,8
1341,ngedmond@live.com,17,3
9954,sokol@icloud.com,17,12
9469,helger@yahoo.ca,11,3
7303,jeteve@aol.com,11,2
1121,fallorn@outlook.com,8,13
3384,aglassis@optonline.net,6,1
7426,stinson@me.com,1,14
1203,adamk@att.net,16,14
9869,pgottsch@comcast.net,10,10
1876,boftx@aol.com,16,15
1135,jadavis@yahoo.ca,8,12
2663,falcao@icloud.com,20,12
7973,murdocj@sbcglobal.net,7,14
3231,kempsonc@hotmail.com,20,12
9298,jfreedma@yahoo.com,3,0
3842,gordonjcp@verizon.net,20,7
3684,osrin@icloud.com,9,2
5675,podmaster@me.com,19,1
2353,rgarton@gmail.com,15,9
9698,dwheeler@att.net,14,12
7792,kimvette@mac.com,15,13
7729,sarah@s@aol.com,13,7
9420,lridener@icloud.com,9,9
1084,thowell@msn.com,11,14
4780,hahsler@hotmail.com,3,9
1215,corrada@gmail.com,9,0
5648,dunstan@optonline.net,0,15
5103,chaikin@optonline.net,8,12
4488,sagal@verizon.net,13,3
4091,weidai@sbcglobal.net,11,12
7345,mddallara@comcast.net,16,6
3419,tjensen@me.com,4,13
9194,library@att.net,1,7
4671,temmink@att.net,19,11
3443,seebs@aol.com,0,3
6646,fraterk@yahoo.ca,19,6
6185,syrinx@msn.com,1,5
5198,flavell@comcast.net,15,12
1834,kingma@yahoo.com,3,4
2455,heroine@msn.com,3,5
9481,tezbo@msn.com,19,6
7619,bancboy@aol.com,17,14
8706,baveja@yahoo.ca,14,10
3630,bradl@comcast.net,9,0
7754,jbarta@att.net,11,6
3379,chrisj@outlook.com,9,12
1513,teverett@yahoo.ca,16,15
4015,majordick@aol.com,6,8
1297,credmond@hotmail.com,20,9
5487,syrinx@aol.com,8,0
4183,trieuvan@gmail.com,11,11
6295,smcnabb@sbcglobal.net,19,11
5427,rgarton@yahoo.ca,0,0
4880,hikoza@verizon.net,19,3
4829,dodong@live.com,15,15
4150,jespley@me.com,0,9
5003,timlinux@mac.com,0,14
4005,ahmad@aol.com,12,5
3795,jaesenj@live.com,20,14
6961,dleconte@yahoo.com,15,7
9117,yfreund@verizon.net,18,2
4053,nicktrig@outlook.com,9,2
6977,benanov@optonline.net,16,13
8555,roesch@outlook.com,5,11
6887,comdig@comcast.net,0,3
1510,ngedmond@att.net,2,4
7774,pajas@yahoo.com,11,7
3966,lahvak@verizon.net,16,6
3398,morain@hotmail.com,15,15
8441,jaxweb@att.net,12,7
7805,suresh@yahoo.com,18,0
9992,osrin@outlook.com,12,3
6189,cgreuter@sbcglobal.net,16,0
6740,eabrown@sbcglobal.net,5,2
9087,wiseb@icloud.com,1,7
2812,symbolic@msn.com,11,1
2673,sburke@verizon.net,11,11
7431,kidehen@live.com,4,4
4330,cfhsoft@outlook.com,13,4
9667,jcholewa@icloud.com,7,7
4814,rfisher@yahoo.com,0,5
8343,lpalmer@optonline.net,17,6
9592,pfitza@hotmail.com,8,5
6727,burniske@hotmail.com,4,9
2414,jhardin@gmail.com,8,7
2704,sarahs@icloud.com,18,15
9047,garland@yahoo.com,0,15
2341,fwitness@icloud.com,3,15
8034,jesse@outlook.com,3,5
6097,xnormal@mac.com,2,5
8811,druschel@aol.com,0,13
9904,library@comcast.net,8,2
7672,richard@verizon.net,20,2
4258,geekgrl@mac.com,1,14
4444,marioph@mac.com,14,3
5533,pavel@live.com,14,12
8535,vertigo@yahoo.com,2,8
4982,afifi@yahoo.com,4,7
6436,portscan@yahoo.ca,7,10
1068,wayward@optonline.net,17,7
5542,kodeman@yahoo.ca,17,8
4810,zeller@msn.com,7,0
7237,frostman@live.com,15,11
5233,kdawson@att.net,16,11
8217,fairbank@msn.com,12,3
6662,djpig@comcast.net,4,0
4708,rddesign@gmail.com,9,1
7360,jginspace@live.com,7,3
4280,sonnen@yahoo.com,11,2
6703,parrt@gmail.com,7,8
3001,jpflip@me.com,17,3
8527,marcs@att.net,1,6
9079,gordonjcp@icloud.com,16,7
4695,kramulous@icloud.com,16,11
9941,gward@verizon.net,7,5
5000,lipeng@hotmail.com,0,11
9084,panolex@me.com,15,7
4384,jhardin@yahoo.ca,15,8
2843,parasite@mac.com,13,7
3235,smeier@outlook.com,10,9
1903,dawnsong@aol.com,20,0
9739,szymansk@aol.com,2,2
4981,doormat@optonline.net,5,5
1698,grdschl@optonline.net,0,4
6338,eidac@gmail.com,2,15
4888,trygstad@verizon.net,14,12
7379,alastair@mac.com,19,12
7989,jesse@att.net,15,2
6414,cumarana@icloud.com,5,12
2228,sekiya@icloud.com,4,7
3857,akoblin@comcast.net,14,12
5248,jsmith@sbcglobal.net,5,0
7484,dkeeler@yahoo.ca,15,5
1526,rande@me.com,1,0
3889,policies@msn.com,12,3
1366,ylchang@aol.com,9,14
4038,esbeck@aol.com,10,6
4915,keutzer@mac.com,6,0
6476,phish@mac.com,7,10
9136,ranasta@msn.com,6,5
2714,munjal@sbcglobal.net,12,2
5331,wortmanj@optonline.net,18,2
4989,njpayne@mac.com,1,5
7126,joelw@mac.com,13,2
9768,biglou@outlook.com,5,13
1656,heckerman@msn.com,12,3
4211,psichel@optonline.net,1,14
9030,goresky@yahoo.ca,8,6
8647,barlow@verizon.net,18,0
8049,matty@sbcglobal.net,4,7
2567,zwood@me.com,6,8
3082,afifi@yahoo.com,5,5
1486,adillon@mac.com,16,13
1986,malattia@optonline.net,4,11
5077,podmaster@optonline.net,2,11
6682,aardo@mac.com,0,15
8832,bbirth@gmail.com,1,13
8981,gastown@yahoo.com,11,0
3111,mccurley@verizon.net,15,5
3359,aibrahim@outlook.com,10,14
5269,ullman@me.com,12,3
7955,carreras@yahoo.com,16,1
1069,floxy@sbcglobal.net,10,3
7812,marioph@optonline.net,5,1
8263,bhtower@att.net,1,12
2900,smcnabb@optonline.net,13,15
9598,jespley@verizon.net,5,14
3920,wildixon@msn.com,18,6
1639,rohitm@icloud.com,4,0
1905,barjam@yahoo.com,6,10
9946,quantaman@msn.com,2,14
8474,wbarker@hotmail.com,5,3
3374,bachmann@aol.com,20,6
9823,chaki@me.com,12,10
7420,timlinux@yahoo.com,2,15
9755,mcrawfor@icloud.com,9,5
2861,gumpish@optonline.net,9,10
6586,hermes@aol.com,15,14
1235,bancboy@msn.com,14,10
5456,simone@icloud.com,6,14
8714,solomon@msn.com,11,9
2505,seasweb@yahoo.com,5,13
4911,miltchev@msn.com,16,12
2058,bancboy@msn.com,12,12
6043,daveewart@verizon.net,10,5
4127,kjetilk@yahoo.ca,19,15
7331,gastown@comcast.net,1,7
6167,tellis@live.com,7,14
4664,sjava@live.com,15,15
3256,augusto@yahoo.ca,13,8
5254,juliano@optonline.net,19,1
1923,thurston@comcast.net,4,14
8814,sinclair@icloud.com,14,10
1336,unreal@hotmail.com,14,8
7896,noahb@gmail.com,1,12
5276,mschwartz@me.com,0,11
2232,stefano@me.com,0,5
5593,nogin@live.com,5,14
7519,pgottsch@yahoo.ca,1,9
9527,dprice@sbcglobal.net,4,14
7090,mhoffman@verizon.net,3,11
1335,noahb@gmail.com,12,3
7893,jmmuller@sbcglobal.net,4,11
4863,hllam@mac.com,14,7
1974,louise@outlook.com,9,5
8445,uqmcolyv@icloud.com,20,2
7632,erynf@yahoo.ca,12,13
6375,elmer@yahoo.ca,20,13
1568,hedwig@msn.com,10,3
6353,willg@yahoo.ca,0,1
2787,jipsen@yahoo.ca,18,4
4339,sabren@optonline.net,17,10
7454,marcs@sbcglobal.net,11,2
2831,dsugal@optonline.net,3,8
7234,peoplesr@yahoo.com,17,0
7884,frosal@aol.com,9,13
3471,solomon@comcast.net,11,13
4099,msherr@sbcglobal.net,17,3
3014,parsimony@aol.com,20,10
8601,pfitza@sbcglobal.net,12,13
5383,cameron@icloud.com,9,3
5768,north@att.net,1,2
5752,bjoern@msn.com,8,9
3710,russotto@yahoo.ca,11,11
8166,facet@msn.com,2,14
6094,calin@sbcglobal.net,1,11
7112,granboul@optonline.net,7,10
7210,iamcal@att.net,11,0
7176,dhrakar@verizon.net,5,2
6950,ralamosm@me.com,20,15
1396,kevinm@yahoo.ca,11,15
7559,caidaperl@outlook.com,19,11
4963,lamky@outlook.com,17,14
8470,pspoole@aol.com,2,11
2300,phyruxus@outlook.com,9,5
2503,carcus@comcast.net,17,11
3461,garland@gmail.com,15,8
5684,miyop@yahoo.ca,11,9
1688,sequin@aol.com,1,14
3192,niknejad@yahoo.ca,16,5
3126,dmiller@comcast.net,10,14
5577,peoplesr@verizon.net,0,9
7757,crowl@yahoo.ca,2,1
8199,jsbach@me.com,0,11
8042,gilmoure@outlook.com,15,7
3133,gfody@yahoo.com,11,11
2596,chaffar@mac.com,16,11
9855,bbirth@me.com,6,9
4365,imightb@outlook.com,13,12
1791,dmath@aol.com,19,5
8093,mstrout@me.com,1,15
9557,kronvold@outlook.com,18,7
7221,ingolfke@mac.com,16,13
2332,kdawson@live.com,7,2
7823,nweaver@optonline.net,3,0
5705,sarahs@aol.com,13,6
3934,osrin@yahoo.com,8,2
7047,ilikered@msn.com,13,14
3535,alias@comcast.net,17,9
3056,delpino@live.com,16,3
4815,goresky@msn.com,10,9
1983,wildixon@me.com,20,11
8258,shawnce@yahoo.ca,1,14
5319,imightb@sbcglobal.net,13,3
8739,mglee@verizon.net,17,6
3612,raides@live.com,2,12
3506,rgiersig@outlook.com,8,3
7887,haddawy@sbcglobal.net,4,8
4877,cremonini@icloud.com,16,7
3105,chlim@verizon.net,17,8
2119,floxy@yahoo.ca,18,15
5927,gfxguy@verizon.net,5,10
6257,mkearl@msn.com,4,6
2738,smpeters@optonline.net,0,8
3843,bescoto@outlook.com,20,11
3744,mfleming@outlook.com,15,6
5431,cosimo@comcast.net,6,13
1519,grothoff@aol.com,14,11
3354,bhtower@hotmail.com,0,9
7261,wmszeliga@verizon.net,10,12
7273,bmidd@gmail.com,4,13
8982,carmena@att.net,7,13
5820,thurston@mac.com,14,4
4897,bbirth@hotmail.com,10,9
2786,denism@yahoo.com,10,2
4003,cumarana@mac.com,4,5
2926,atmarks@aol.com,3,12
9723,bhima@hotmail.com,11,0
3720,gator@aol.com,16,7
6654,geekgrl@live.com,11,13
3399,munge@comcast.net,5,0
7675,rwelty@yahoo.ca,12,0
2281,mwandel@live.com,5,1
2652,rfoley@sbcglobal.net,3,2
5600,simone@live.com,17,2
2218,luvirini@live.com,13,8
3309,grady@sbcglobal.net,9,13
8843,frode@msn.com,2,9
4746,mhassel@att.net,7,4
4768,enintend@yahoo.com,2,1
2059,gregh@aol.com,7,10
8925,shazow@hotmail.com,8,0
9528,staikos@outlook.com,7,0
8530,padme@gmail.com,18,5
8558,staikos@outlook.com,11,15
6756,thurston@yahoo.ca,9,6
1147,tattooman@comcast.net,20,11
7344,graham@gmail.com,19,3
9705,rupak@gmail.com,15,3
5566,bescoto@aol.com,7,3
5418,pereinar@msn.com,7,0
9018,philb@me.com,1,8
6045,malvar@sbcglobal.net,19,9
5984,shaffei@verizon.net,9,1
7064,boftx@aol.com,14,2
6081,jaarnial@verizon.net,13,11
1132,dkrishna@hotmail.com,5,11
9576,moxfulder@yahoo.ca,2,9
3260,flaviog@hotmail.com,14,14
9693,kostas@msn.com,16,15
9027,moinefou@yahoo.com,19,9
8303,kalpol@icloud.com,13,0
4056,shrapnull@verizon.net,11,11
6833,qmacro@yahoo.com,3,7
2428,zwood@outlook.com,6,14
3620,dleconte@me.com,11,13
7541,bester@me.com,15,15
7036,mdielmann@verizon.net,18,3
5773,roesch@mac.com,13,14
1658,campbell@live.com,12,10
3312,paley@verizon.net,7,11
7899,jhardin@icloud.com,15,11
2859,monopole@optonline.net,15,3
2600,debest@verizon.net,17,1
4129,metzzo@msn.com,20,11
9717,madanm@live.com,17,8
7618,curly@hotmail.com,16,3
1671,mcrawfor@outlook.com,13,12
1626,esokullu@sbcglobal.net,14,2
1452,speeves@comcast.net,17,3
4415,boein@yahoo.com,8,7
2250,dieman@sbcglobal.net,2,15
1695,onestab@optonline.net,19,0
3758,tezbo@yahoo.com,8,2
1141,elmer@icloud.com,13,4
4322,ganter@yahoo.ca,18,9
3782,jespley@msn.com,10,1
3302,guialbu@icloud.com,18,15
4607,vsprintf@hotmail.com,10,4
6027,wenzlaff@att.net,20,9
7214,atmarks@outlook.com,15,11
2829,dkeeler@live.com,14,6
3503,cmdrgravy@mac.com,20,11
7737,lcheng@mac.com,19,0
2815,denton@mac.com,13,11
1279,grothoff@yahoo.ca,0,8
2526,cumarana@yahoo.ca,1,7
6461,overbom@outlook.com,20,3
3892,dcoppit@att.net,6,5
7026,imightb@live.com,3,9
5720,kiddailey@hotmail.com,2,12
4374,maikelnai@att.net,9,15
1055,crypt@live.com,11,11
9003,forsberg@aol.com,15,5
2680,bdbrown@me.com,15,2
7587,grothoff@yahoo.ca,7,14
9066,karasik@comcast.net,4,11
2396,scotfl@verizon.net,11,6
3962,punkis@verizon.net,9,11
9781,godeke@optonline.net,0,1
6846,storerm@verizon.net,13,1
5118,ryanvm@yahoo.com,0,5
4514,gfxguy@sbcglobal.net,7,9
7329,jespley@mac.com,19,15
2583,tubesteak@att.net,0,2
7113,dwsauder@mac.com,3,10
4678,quantaman@outlook.com,4,1
8072,miami@gmail.com,13,7
5241,paina@sbcglobal.net,11,3
6508,nelson@me.com,10,3
2938,bigmauler@comcast.net,16,1
8377,rddesign@yahoo.ca,0,8
5277,markjugg@outlook.com,20,11
1939,bachmann@aol.com,19,8
8121,wojciech@me.com,11,14
1643,portele@live.com,11,10
9887,mmccool@yahoo.ca,7,5
7991,pakaste@sbcglobal.net,20,1
4974,wmszeliga@icloud.com,10,8
3690,bhima@gmail.com,15,7
3292,jfinke@hotmail.com,8,10
3190,chinthaka@msn.com,10,2
7586,philen@aol.com,7,3
3246,adhere@hotmail.com,5,2
6525,slanglois@icloud.com,12,6
4820,konit@mac.com,6,13
9495,mccurley@outlook.com,14,7
1318,reziac@comcast.net,18,9
3571,glenz@gmail.com,19,3
4288,andrei@outlook.com,5,3
6080,monopole@msn.com,9,8
7424,nwiger@gmail.com,9,9
6412,gmcgath@msn.com,16,11
6356,nichoj@verizon.net,9,5
1367,arathi@optonline.net,15,7
2467,oster@mac.com,12,12
1577,ullman@optonline.net,0,2
7705,wbarker@gmail.com,8,1
3655,agapow@verizon.net,8,11
8950,jaesenj@comcast.net,8,14
8491,ournews@icloud.com,12,14
7950,drjlaw@verizon.net,8,11
2070,gregh@aol.com,12,11
1838,ullman@verizon.net,3,11
3493,mhoffman@me.com,14,10
4402,parkes@gmail.com,14,3
7330,haddawy@msn.com,18,7
4207,jkegl@mac.com,1,12
5673,heckerman@gmail.com,5,8
5638,ducasse@mac.com,1,1
8821,sharon@yahoo.ca,13,2
6284,lauronen@verizon.net,2,7
8672,cparis@yahoo.ca,13,6
9685,library@yahoo.com,3,6
4631,fwitness@gmail.com,8,12
5259,gemmell@hotmail.com,10,0
5690,wagnerch@att.net,4,15
7529,firstpr@outlook.com,17,10
9457,pontipak@yahoo.com,12,9
9190,tbusch@outlook.com,8,10
7150,scarlet@live.com,2,10
4611,kiddailey@optonline.net,18,9
8224,tubajon@yahoo.com,2,7
5440,phizntrg@verizon.net,20,8
6571,stevelim@comcast.net,11,15
2121,parkes@gmail.com,13,7
7444,rgarcia@hotmail.com,3,3
3665,gtewari@yahoo.ca,3,9
9511,hakim@aol.com,9,2
9401,saridder@live.com,12,13
1762,pfitza@hotmail.com,16,7
8003,gerlo@verizon.net,5,3
1583,quinn@msn.com,7,12
1131,rgarcia@optonline.net,3,0
8399,falcao@mac.com,9,1
1860,frosal@gmail.com,7,13
1222,bogjobber@gmail.com,14,8
1349,jfreedma@mac.com,8,15
6403,bryam@gmail.com,11,7
6853,matsn@icloud.com,6,0
2408,brainless@yahoo.ca,16,5
1488,dwsauder@yahoo.com,9,1
5779,rgiersig@comcast.net,1,8
9692,kimvette@yahoo.com,15,15
9451,timtroyr@icloud.com,2,13
7017,evilopie@optonline.net,11,4
4135,luvirini@yahoo.com,7,8
9150,tmccarth@live.com,11,0
9316,tlinden@aol.com,1,1
4608,devphil@live.com,15,6
2712,vmalik@me.com,16,5
1380,hutton@outlook.com,20,14
4906,thowell@yahoo.com,2,9
4685,shaffei@comcast.net,20,7
1662,singer@mac.com,15,15
9140,geoffr@yahoo.ca,1,1
8198,xtang@sbcglobal.net,16,1
3138,amcuri@optonline.net,12,10
1427,sscorpio@icloud.com,20,7
2032,burns@msn.com,13,12
5610,rnelson@yahoo.ca,12,13
2235,andrei@yahoo.com,16,4
3295,hling@optonline.net,9,6
5741,dmouse@live.com,0,11
3807,lstaf@hotmail.com,14,8
4842,ryanshaw@gmail.com,9,7
5952,noahb@icloud.com,10,8
8014,vganesh@aol.com,19,3
3264,kodeman@me.com,18,12
1440,webdragon@msn.com,1,10
